full_path,age,gender,pixels
['49/30072249_1989-11-14_2012.jpg'],23,1.0,[187. 144. 138. ... 206. 216. 226.]
['77/3007277_1954-09-07_2013.jpg'],59,1.0,[137. 128. 131. ... 196. 177. 147.]
['89/30073089_1992-02-15_2014.jpg'],22,1.0,[114.  36.  13. ... 142. 124. 112.]
['35/3007535_1938-06-08_2000.jpg'],62,1.0,[250. 250. 250. ... 186. 176. 151.]
['43/30075943_1991-07-06_2014.jpg'],23,1.0,[209. 219. 211. ... 251. 251. 249.]
['55/30076355_1992-09-21_2012.jpg'],20,1.0,[44. 47. 54. ... 88. 73. 42.]
['45/30079345_1993-07-20_2014.jpg'],21,1.0,[186. 218.  93. ... 252.  74. 150.]
['94/3008194_1986-07-31_2012.jpg'],26,1.0,[185. 199. 166. ... 238. 242. 254.]
['19/3008319_1957-09-10_2014.jpg'],57,0.0,[171. 168. 163. ... 200. 173. 162.]
['44/30085244_1932-08-08_1955.jpg'],23,1.0,[255. 147. 110. ...  29.  72.  88.]
['14/3008614_1978-05-02_2009.jpg'],31,1.0,[218. 219. 223. ... 247. 248. 250.]
['93/3008793_1970-06-26_2013.jpg'],43,1.0,[21. 21. 23. ... 28. 29. 33.]
['16/3008816_1962-04-27_2006.jpg'],44,1.0,[202. 206. 207. ... 252. 223. 215.]
['37/3008837_1961-03-31_2002.jpg'],41,1.0,[91. 94. 87. ... 55. 59. 68.]
['00/30092400_1905-06-20_1980.jpg'],75,0.0,[126. 124. 127. ... 194. 127. 110.]
['19/30092419_1987-12-10_2013.jpg'],26,1.0,[ 45. 152. 206. ...  80.  76.  64.]
['72/3009272_1986-02-21_2009.jpg'],23,0.0,[ 47.  57.  58. ... 248. 241. 255.]
['48/30093048_1994-07-09_2012.jpg'],18,1.0,[112. 110.  98. ...  18.  89. 169.]
['31/3009831_1965-04-06_2005.jpg'],40,1.0,[112. 117. 120. ... 143. 161. 175.]
['63/30099963_1985-10-07_2009.jpg'],24,1.0,[110. 172. 211. ...   8.   9.  11.]
['41/4000241_1976-03-15_2009.jpg'],33,0.0,[144. 139. 136. ...  34.  34.  34.]
['62/400062_1939-10-10_1997.jpg'],58,1.0,[  0.   0.   0. ... 231. 233. 232.]
['61/4001161_1911-05-20_1984.jpg'],73,0.0,[10. 10. 10. ... 60. 60. 60.]
['47/40012347_1897-10-05_1965.jpg'],68,1.0,[118. 114. 111. ...  71.  67.  64.]
['48/40021348_1958-07-14_2009.jpg'],51,1.0,[154. 121.  67. ... 166. 141. 119.]
['72/40023572_1989-01-23_2014.jpg'],25,1.0,[ 24.  23.  21. ... 188. 171. 163.]
['93/400293_1946-06-06_2008.jpg'],62,1.0,[ 1. 10. 27. ... 47. 27.  0.]
['51/40031851_1987-09-11_2014.jpg'],27,0.0,[  9.  44. 144. ...  36.  33.  28.]
['41/40032041_1993-04-18_2013.jpg'],20,1.0,[216. 218. 205. ... 232. 233. 237.]
['54/40034454_1946-07-10_1985.jpg'],39,1.0,[228. 198. 190. ...  11.  10.  15.]
['46/4003746_1952-01-02_2004.jpg'],52,1.0,[21. 23. 18. ... 25. 28. 33.]
['05/4003805_1972-06-01_2005.jpg'],33,0.0,[27. 36. 53. ... 45. 65. 54.]
['90/40038790_1985-08-11_2014.jpg'],29,1.0,[ 15.  11.   8. ... 244. 240. 215.]
['69/40038969_1981-12-26_2014.jpg'],33,0.0,[0. 0. 0. ... 0. 0. 0.]
['09/40041109_1974-08-17_2003.jpg'],29,0.0,[ 64.  81. 109. ... 181. 194. 210.]
['17/400417_1914-09-20_1969.jpg'],55,1.0,[128. 128. 128. ... 214. 214. 214.]
['24/4004224_1930-06-21_1973.jpg'],43,1.0,[235. 225. 213. ... 232. 226. 226.]
['52/4004252_1930-04-14_2014.jpg'],84,1.0,[133. 125. 102. ...  35.  35.  35.]
['45/40044245_1976-08-30_2013.jpg'],37,1.0,[183. 196. 241. ... 210. 214. 251.]
['90/40053390_1965-08-03_2011.jpg'],46,1.0,[36. 33. 40. ... 39. 36. 43.]
['88/4005388_1978-03-14_2007.jpg'],29,0.0,[ 12.  12.  12. ... 127.  76.  45.]
['33/40055633_1944-05-04_1972.jpg'],28,1.0,[146. 146. 146. ... 161. 161. 161.]
['59/40056659_1958-06-03_2011.jpg'],53,1.0,[ 80.  75.  71. ... 243. 243. 243.]
['46/40056746_1942-03-24_2005.jpg'],63,1.0,[  2.   7.  26. ... 210. 173. 165.]
['95/400595_1968-04-08_2015.jpg'],47,0.0,[187. 140. 122. ... 109.  20.  38.]
['16/40059916_1985-01-02_2013.jpg'],28,0.0,[ 29. 109.  84. ... 229. 180. 163.]
['29/40061429_1941-10-28_2009.jpg'],68,1.0,[ 30.  13.   6. ... 212. 207. 203.]
['33/40062333_1938-02-18_1964.jpg'],26,1.0,[176. 176. 176. ... 229. 229. 229.]
['71/40063671_1991-11-28_2012.jpg'],21,1.0,[41. 36. 30. ... 76. 57. 40.]
['13/4006513_1980-04-22_2007.jpg'],27,0.0,[31. 33. 30. ... 81. 77. 66.]
['20/40066920_1990-05-12_2013.jpg'],23,1.0,[ 43.  53.  18. ... 238. 238. 240.]
['71/40067271_1993-02-16_2013.jpg'],20,0.0,[ 97.  91.  91. ... 194. 196. 211.]
['81/40067481_1946-10-08_2007.jpg'],61,0.0,[154. 140.  91. ...  27.  28.  23.]
['72/40067672_1956-07-22_2013.jpg'],57,1.0,[209. 194. 175. ...  35.  30.  34.]
['84/400684_1925-12-08_2004.jpg'],79,1.0,[  4.   4.   4. ... 111. 111. 111.]
['37/40069437_1945-07-02_2012.jpg'],67,1.0,[166.  59.  43. ...  73.  64.  57.]
['75/4006975_1985-12-22_2015.jpg'],30,0.0,[ 26.  16.  14. ... 138.  88.  55.]
['65/40073765_1976-10-04_2014.jpg'],38,0.0,[ 23.  19.  20. ... 219. 168. 141.]
['38/400738_1983-08-14_2012.jpg'],29,0.0,[233. 217. 158. ...  26.  28.  27.]
['78/40076878_1991-01-18_2014.jpg'],23,0.0,[125. 145.  94. ... 205. 214. 231.]
['78/400778_1920-11-08_1974.jpg'],54,0.0,[155. 155. 155. ... 236. 236. 236.]
['45/40082545_1995-01-15_2014.jpg'],19,1.0,[ 32.  48.  22. ... 154. 126.   1.]
['95/40083995_1988-09-07_2014.jpg'],26,1.0,[123. 119. 118. ... 108. 227. 199.]
['30/4008530_1972-05-13_2015.jpg'],43,1.0,[11. 12.  7. ... 11. 29. 69.]
['40/40085340_1976-04-24_2007.jpg'],31,1.0,[ 39.  68.  50. ... 102.  90. 100.]
['50/4009050_1963-10-11_2009.jpg'],46,1.0,[199. 167. 142. ... 102. 127. 168.]
['75/40091375_1988-01-15_2014.jpg'],26,1.0,[193. 174. 168. ... 129.  72.  52.]
['32/40092132_1981-02-10_2014.jpg'],33,0.0,[209. 209. 209. ... 105.  65.  57.]
['63/40092263_1988-01-29_2014.jpg'],26,1.0,[ 49.  68.  83. ... 231. 179. 131.]
['92/40093192_1996-08-02_2014.jpg'],18,0.0,[233. 255. 253. ...  98.  20.  60.]
['08/40093408_1989-09-27_2013.jpg'],24,0.0,[137. 159. 182. ... 236. 234. 237.]
['59/40098159_1902-01-15_1988.jpg'],86,1.0,[  6.   6.   4. ... 175. 180. 174.]
['72/4009972_1967-01-08_2007.jpg'],40,1.0,[14. 32. 20. ... 25. 26. 30.]
['82/4009982_1983-01-11_2011.jpg'],28,1.0,[255. 255. 255. ... 255. 255. 255.]
['13/5001813_1917-07-01_1944.jpg'],27,1.0,[255. 255. 255. ... 255. 255. 255.]
['62/5001962_1986-01-26_2009.jpg'],23,0.0,[39. 59. 83. ... 28. 36. 39.]
['78/5002778_1959-02-18_2014.jpg'],55,0.0,[160.  36.  47. ... 172. 162. 173.]
['73/5003173_1983-06-06_2013.jpg'],30,0.0,[190.  99. 143. ...  21.  18.  13.]
['18/5004918_1982-12-01_2014.jpg'],32,1.0,[ 54.  31.  23. ... 180. 183. 188.]
['66/5006566_1979-11-01_2012.jpg'],33,0.0,[217. 192. 152. ...   7.  20.  39.]
['94/500694_1979-09-27_2013.jpg'],34,1.0,[65. 30. 26. ... 72. 15. 30.]
['04/5007104_1932-03-14_1975.jpg'],43,1.0,[211. 211. 211. ... 251. 251. 251.]
['34/5007334_1985-05-02_2007.jpg'],22,0.0,[101. 101. 103. ...  44.  43.  48.]
['57/5008457_1987-05-08_2014.jpg'],27,1.0,[237. 199. 163. ... 253. 237. 255.]
['14/5008614_1987-08-05_2012.jpg'],25,0.0,[217. 255. 244. ... 232. 246. 255.]
['21/5008621_1985-01-04_2009.jpg'],24,1.0,[19. 24. 46. ... 11. 10. 15.]
['69/5008869_1970-10-16_2011.jpg'],41,1.0,[172.  50.  61. ... 254.  74.  85.]
['29/5009229_1983-08-10_2010.jpg'],27,0.0,[  8.   9.  11. ... 178. 183. 187.]
['42/500942_1911-11-26_1968.jpg'],57,1.0,[197. 197. 197. ... 162. 162. 162.]
['24/6000124_1975-06-12_2015.jpg'],40,1.0,[165. 154. 152. ...  46.  33. 102.]
['02/6001202_1971-04-17_2014.jpg'],43,1.0,[162. 162. 172. ...  51.  49.  34.]
['27/6001227_1975-03-28_2007.jpg'],32,1.0,[230. 236. 252. ... 234. 241. 249.]
['70/6001570_1911-11-25_1976.jpg'],65,1.0,[218. 218. 218. ...  75.  75.  75.]
['67/600167_1974-11-04_2009.jpg'],35,0.0,[159. 114. 117. ...  30.  30.  32.]
['18/6002518_1979-01-31_2009.jpg'],30,1.0,[ 93. 115. 139. ...  40.  53.  61.]
['25/60025_1924-08-21_1987.jpg'],63,1.0,[19. 24. 17. ... 28. 20. 17.]
['91/600291_1938-02-23_1957.jpg'],19,0.0,[ 53.  48.  42. ... 115.  81.  69.]
['32/600332_1971-09-08_2013.jpg'],42,1.0,[248. 251. 230. ...  30.  32.  31.]
['90/600390_1982-04-13_2011.jpg'],29,0.0,[247. 246. 251. ... 243. 214. 200.]
['73/6005173_1959-01-14_2013.jpg'],54,1.0,[  2. 100. 199. ...   0.  53. 118.]
['69/6005569_1933-03-19_1966.jpg'],33,0.0,[12. 12. 12. ... 30. 30. 30.]
['60/600560_1954-12-13_2003.jpg'],49,0.0,[238. 255. 255. ... 188. 191. 200.]
['56/6006356_1918-06-08_2013.jpg'],95,1.0,[218. 209. 194. ...  47.  38.  23.]
['53/6006653_1956-12-09_2008.jpg'],52,0.0,[10. 10. 10. ... 10. 10. 10.]
['22/6007022_1932-01-22_1973.jpg'],41,1.0,[150. 150. 150. ... 230. 230. 230.]
['70/60070_1966-05-16_2011.jpg'],45,0.0,[156. 160. 163. ...  51.  69.  55.]
['99/6007399_1955-03-23_2010.jpg'],55,1.0,[21. 48. 17. ... 18. 23. 19.]
['74/600774_1952-01-12_2007.jpg'],55,1.0,[207. 212. 205. ...  10.  12.  11.]
['49/6008849_1987-04-08_2009.jpg'],22,1.0,[101. 130. 134. ... 193.   0.   3.]
['98/6008898_1979-04-03_2012.jpg'],33,1.0,[153. 185. 200. ... 220. 231. 253.]
['10/7000810_1989-10-04_2014.jpg'],25,0.0,[96. 97. 91. ... 20. 18. 19.]
['24/700124_1952-07-15_2008.jpg'],56,1.0,[229. 229. 229. ...  33.  33.  33.]
['48/700148_1910-03-24_1945.jpg'],35,1.0,[ 58.  58.  58. ... 113. 113. 113.]
['20/70020_1896-01-20_1986.jpg'],90,1.0,[ 18.   9.  10. ... 203. 188. 181.]
['03/7002103_1977-12-23_2009.jpg'],32,1.0,[ 95. 129.  52. ... 255. 212.  72.]
['18/7002518_1981-05-09_2011.jpg'],30,1.0,[178. 217. 224. ... 148.  27.   0.]
['14/7002614_1939-02-09_1960.jpg'],21,1.0,[ 39.  28.  34. ... 110. 100.  99.]
['83/7002883_1925-10-24_1976.jpg'],51,1.0,[ 6.  6.  6. ... 17. 17. 17.]
['73/7004373_1931-09-18_2009.jpg'],78,1.0,[44. 32. 16. ... 71. 77. 75.]
['15/700515_1864-01-01_1946.jpg'],82,1.0,[168. 168. 168. ...  43.  43.  43.]
['08/7005408_1981-11-16_2012.jpg'],31,1.0,[158. 176.   4. ... 179. 223. 224.]
['45/7005545_1980-08-04_2010.jpg'],30,1.0,[123. 133.   0. ... 146.  17.  11.]
['38/7005738_1981-05-13_2013.jpg'],32,1.0,[10. 11.  6. ... 88. 45. 65.]
['41/700641_1955-04-08_2012.jpg'],57,1.0,[223. 245. 242. ... 146. 169. 177.]
['96/70096_1956-07-15_2010.jpg'],54,1.0,[  6.   2.   1. ...  62.  84. 108.]
['82/8000182_1987-07-02_2014.jpg'],27,1.0,[178. 153. 146. ...  88. 142. 129.]
['49/8000249_1980-01-17_2008.jpg'],28,1.0,[116. 133.  53. ... 140. 153.  63.]
['94/800094_1928-01-23_2006.jpg'],78,0.0,[186.  42.  16. ... 150. 135. 104.]
['45/8001445_1982-04-12_2009.jpg'],27,1.0,[ 93. 106. 114. ... 202. 151. 120.]
['11/8003211_1985-07-14_2010.jpg'],25,1.0,[ 23.  33.  45. ... 106. 142. 216.]
['79/8003479_1940-02-27_1979.jpg'],39,1.0,[57. 57. 57. ... 15. 15. 15.]
['86/8005486_1980-02-19_2013.jpg'],33,1.0,[ 17.   5.   5. ... 191.   8.   2.]
['94/800594_1983-09-26_2009.jpg'],26,1.0,[229. 139. 104. ... 115. 150.  56.]
['84/8006084_1960-12-02_2011.jpg'],51,1.0,[104. 108. 111. ...  85.  89.  88.]
['88/8006688_1961-03-14_2007.jpg'],46,1.0,[ 83.  78.  75. ...  18.  64. 160.]
['64/8006764_1924-06-28_1992.jpg'],68,1.0,[20. 24. 33. ... 14. 18. 27.]
['32/8007432_1976-12-16_2005.jpg'],29,1.0,[ 38.  95. 172. ...   3.   2.   7.]
['63/8007563_1975-12-17_2004.jpg'],29,1.0,[ 43.  57.  86. ... 107. 133. 122.]
['58/8007858_1933-10-19_1964.jpg'],31,1.0,[39. 23. 24. ... 86. 80. 80.]
['01/8007901_1976-09-20_2014.jpg'],38,1.0,[171. 171. 163. ...  21.  22.  17.]
['72/8008972_1985-12-28_2012.jpg'],27,1.0,[104.  86.  72. ... 220. 213. 231.]
['64/8009364_1942-08-12_1968.jpg'],26,0.0,[  9.  67. 151. ... 202. 141.  76.]
['61/8009661_1986-03-12_2006.jpg'],20,0.0,[213. 201. 187. ... 169. 177. 196.]
['88/8009688_1982-10-21_2006.jpg'],24,1.0,[213. 201. 187. ... 169. 177. 196.]
['50/900050_1920-01-02_1951.jpg'],31,1.0,[171. 171. 171. ... 101. 101. 101.]
['03/9000703_1982-07-16_2008.jpg'],26,1.0,[184.  32.  31. ... 210. 178.  55.]
['96/9002296_1982-12-10_2014.jpg'],32,1.0,[246. 248. 247. ... 202. 199. 216.]
['63/9002363_1963-07-03_2013.jpg'],50,1.0,[232. 238. 238. ... 254. 254. 254.]
['05/9003505_1958-05-26_2009.jpg'],51,1.0,[238. 230. 209. ...  27.  45.  81.]
['72/900572_1982-07-19_2015.jpg'],33,1.0,[ 97. 138. 182. ...   2.   2.   4.]
['97/900597_1977-06-05_2005.jpg'],28,0.0,[222. 202. 201. ...  83.  65.  65.]
['25/900625_1976-06-12_2007.jpg'],31,1.0,[48. 47. 52. ... 45. 42. 37.]
['06/9007206_1977-02-05_2010.jpg'],33,1.0,[170. 188. 190. ...   3.  51. 115.]
['46/900746_1949-09-16_2009.jpg'],60,1.0,[ 48.  62.  39. ... 135. 101.  76.]
['62/900762_1974-04-01_2007.jpg'],33,1.0,[162. 169. 177. ... 231. 229. 253.]
['63/900763_1950-10-24_2002.jpg'],52,1.0,[  2.   0.  16. ... 132. 107.  85.]
['70/9007770_1972-04-25_2012.jpg'],40,0.0,[ 68.  71.  62. ... 107. 139. 162.]
['66/9008966_1985-06-01_2014.jpg'],29,1.0,[91. 77. 74. ... 73. 77. 89.]
['38/9009138_1946-12-20_1978.jpg'],32,1.0,[218. 215. 210. ... 209. 206. 201.]
['95/90095_1965-11-30_2010.jpg'],45,1.0,[145. 133. 121. ...  37.  38.  56.]
['96/9009896_1907-12-03_1941.jpg'],34,0.0,[240. 240. 240. ... 215. 215. 215.]
['55/1100155_1982-10-19_2013.jpg'],31,0.0,[ 23.  20.  27. ... 108.  50.  38.]
['52/11002152_1987-03-31_2015.jpg'],28,0.0,[163. 160. 141. ... 211.  78.  79.]
['95/11003095_1919-09-16_1947.jpg'],28,1.0,[19. 19. 19. ... 85. 85. 85.]
['28/11003628_1965-12-23_2008.jpg'],43,1.0,[ 32.  51.  84. ... 128. 182.  88.]
['70/1100370_1948-08-23_1975.jpg'],27,1.0,[ 50.  43.  35. ... 156. 115.  69.]
['95/11004095_1916-06-26_1940.jpg'],24,1.0,[102. 102. 102. ... 233. 233. 233.]
['52/11004152_1977-08-05_2010.jpg'],33,1.0,[226.  57.  38. ...   9.  10.  14.]
['53/11007053_1934-06-16_2009.jpg'],75,1.0,[108.  92.  92. ... 125. 134. 139.]
['76/11008276_1984-07-01_2010.jpg'],26,1.0,[ 83.  66.  48. ... 185. 190. 212.]
['35/11008535_1988-08-11_2014.jpg'],26,1.0,[163. 159. 160. ...  58. 153. 155.]
['68/11008868_1969-06-30_2006.jpg'],37,1.0,[ 54.  58.  44. ... 107. 115.  92.]
['72/11009372_1974-12-25_2009.jpg'],35,1.0,[ 88.  62.  45. ... 116.  86.  58.]
['10/1101010_1946-12-27_2012.jpg'],66,1.0,[18. 18. 16. ... 23. 27. 38.]
['43/11012943_1962-08-26_2007.jpg'],45,1.0,[215.  48.  39. ... 252.  90.  75.]
['42/1101442_1943-06-01_1971.jpg'],28,1.0,[187. 187. 187. ... 126. 126. 126.]
['24/11015024_1979-12-26_2013.jpg'],34,1.0,[245. 232. 226. ...  18.  18.  20.]
['74/1101574_1887-11-21_1942.jpg'],55,1.0,[86. 86. 86. ... 73. 73. 73.]
['19/11016419_1965-01-18_1986.jpg'],21,1.0,[27. 27. 27. ... 97. 97. 97.]
['99/11016499_1966-05-30_1986.jpg'],20,1.0,[ 45.  45.  45. ... 138. 138. 138.]
['15/1101715_1947-05-19_2007.jpg'],60,1.0,[10.  4.  6. ... 12.  6.  8.]
['70/1101970_1949-02-19_2007.jpg'],58,1.0,[138. 103.  63. ... 104. 102. 103.]
['95/11020595_1955-08-15_2010.jpg'],55,1.0,[242. 241. 237. ...  14.  14.  14.]
['17/11021217_1957-11-16_2008.jpg'],51,1.0,[0. 0. 0. ... 0. 0. 0.]
['40/11021240_1887-08-31_1954.jpg'],67,1.0,[17. 17. 17. ... 32. 32. 32.]
['94/1102494_1972-12-30_2008.jpg'],36,1.0,[201. 169. 130. ...  25.  24.  42.]
['33/1102633_1978-04-19_2007.jpg'],29,1.0,[218. 172.  84. ...  18.  20.  19.]
['53/1102853_1946-12-03_2008.jpg'],62,1.0,[ 69. 103.  79. ... 140. 147. 175.]
['74/1102874_1937-03-18_2006.jpg'],69,1.0,[217. 215. 226. ...  24.  18.  20.]
['43/1103143_1961-06-03_1988.jpg'],27,1.0,[ 53. 154.  62. ...  62. 158.  60.]
['47/11034947_1979-01-07_2014.jpg'],35,1.0,[161. 148. 132. ... 122. 119. 126.]
['83/11034983_1977-04-22_2007.jpg'],30,0.0,[  4.  13. 204. ... 110. 135. 140.]
['00/11035100_1984-08-03_2009.jpg'],25,1.0,[ 39.  53.  18. ...  25.  84. 210.]
['08/11035508_1980-10-26_2009.jpg'],29,1.0,[120. 134. 173. ... 187. 134. 116.]
['30/11037030_1951-07-21_2009.jpg'],58,0.0,[239. 197.  49. ...  31.  26.  20.]
['48/11037248_1923-11-04_1946.jpg'],23,1.0,[44. 44. 44. ... 17. 17. 17.]
['18/11037718_1959-02-13_2010.jpg'],51,1.0,[244. 212.  51. ... 221. 140.  51.]
['56/11039456_1951-06-06_1990.jpg'],39,1.0,[207. 207. 207. ...  80.  80.  80.]
['55/11040055_1982-11-04_2010.jpg'],28,1.0,[ 73. 106. 141. ...  73.  70.  87.]
['21/11043021_1953-05-21_2003.jpg'],50,1.0,[192. 188. 185. ...  42. 128.  99.]
['65/11043165_1981-03-01_2013.jpg'],32,1.0,[136. 154. 104. ... 116. 137.  94.]
['76/11045176_1947-01-04_2008.jpg'],61,1.0,[1. 3. 2. ... 0. 2. 0.]
['76/1104576_1948-11-18_1972.jpg'],24,0.0,[ 95. 110.  89. ... 218. 195. 117.]
['49/11045849_1972-12-13_2011.jpg'],39,1.0,[ 0.  2. 73. ... 15. 43. 90.]
['68/11047068_1919-03-22_1973.jpg'],54,1.0,[238. 238. 238. ... 190. 190. 190.]
['30/1104730_1972-03-04_2010.jpg'],38,0.0,[ 43.  39.  53. ... 251. 249. 254.]
['91/11049391_1963-01-04_2013.jpg'],50,1.0,[ 78.  97.  93. ...  37.  61. 123.]
['75/1105075_1981-11-02_2005.jpg'],24,0.0,[170. 171. 163. ...  49.  48.  53.]
['10/11053210_1986-07-21_2012.jpg'],26,1.0,[107. 125.  85. ... 248.  93.  47.]
['56/11053756_1968-05-04_2008.jpg'],40,1.0,[95. 90. 84. ... 72. 76. 85.]
['50/11054150_1981-10-08_2012.jpg'],31,1.0,[ 1.  1.  1. ... 51. 41. 31.]
['17/11056717_1953-06-08_1975.jpg'],22,1.0,[245. 245. 245. ... 164. 164. 164.]
['72/11056872_1984-12-08_2013.jpg'],29,1.0,[110.  84.  87. ... 189. 189. 227.]
['59/11057059_1930-05-31_1952.jpg'],22,0.0,[  0.   0.   0. ... 181. 176. 180.]
['84/11057284_1990-04-07_2015.jpg'],25,0.0,[ 87. 108.  89. ...  47.  64.  54.]
['39/1105739_1920-03-25_1977.jpg'],57,1.0,[247. 247. 247. ... 242. 242. 242.]
['62/1105762_1958-08-13_2009.jpg'],51,1.0,[160. 151. 122. ...  24.  24.  24.]
['69/1105869_1970-09-21_2013.jpg'],43,1.0,[136. 121. 116. ...  67.  37.  35.]
['72/1105872_1944-07-07_2005.jpg'],61,1.0,[126. 118.  95. ...  99. 100. 146.]
['26/1106026_1972-07-15_2014.jpg'],42,0.0,[215. 117. 218. ...  46. 114. 103.]
['88/11060588_1978-10-19_2008.jpg'],30,1.0,[163. 165. 164. ... 226. 228. 215.]
['67/11060967_1974-06-06_2012.jpg'],38,1.0,[ 45.  43.  31. ... 209. 146.  66.]
['16/11061916_1985-09-29_2012.jpg'],27,1.0,[197. 215. 229. ...  56.  73. 129.]
['19/11064319_1971-10-31_2009.jpg'],38,1.0,[  7.   7.   5. ... 177. 122.  55.]
['56/11067056_1983-11-11_2009.jpg'],26,1.0,[146.  22.  22. ... 165.  56.  61.]
['03/1106803_1949-07-29_2006.jpg'],57,0.0,[28. 14. 11. ... 36. 31. 35.]
['90/11068090_1964-05-19_2007.jpg'],43,1.0,[255. 255. 255. ... 150. 136.  89.]
['59/11068259_1983-08-09_2007.jpg'],24,1.0,[ 68. 111.  29. ... 198. 127.  85.]
['26/11068326_1981-04-12_2007.jpg'],26,1.0,[ 67.  75.   2. ... 151.  29.   8.]
['87/11068687_1924-05-20_2012.jpg'],88,1.0,[232. 209. 195. ...  26.  25.  30.]
['59/1107159_1956-10-21_2012.jpg'],56,1.0,[131. 122. 113. ... 160. 160. 158.]
['52/11074152_1952-08-26_2007.jpg'],55,1.0,[152. 131. 148. ...  22.  16.  28.]
['10/1107510_1969-01-18_2014.jpg'],45,1.0,[  1.  15.  41. ...  49.  82. 117.]
['82/1107582_1984-06-03_2006.jpg'],22,1.0,[110. 102.  91. ...  40.  44.  56.]
['99/1107599_1973-10-02_2005.jpg'],32,1.0,[ 22.  21.  17. ... 204. 204. 204.]
['87/11076287_1985-12-31_2008.jpg'],23,1.0,[176. 186. 159. ...  40.  54. 103.]
['59/1107759_1964-07-05_2013.jpg'],49,1.0,[203. 197. 149. ...  68.  59.  54.]
['32/1107832_1926-01-17_2006.jpg'],80,1.0,[169. 146. 105. ...  33.  31.  34.]
['22/1108022_1968-06-28_2009.jpg'],41,1.0,[58. 49. 34. ...  0.  0.  0.]
['41/1108041_1964-03-11_2005.jpg'],41,1.0,[ 49.  48.  44. ... 120.  86.  84.]
['87/1108087_1917-02-21_1946.jpg'],29,0.0,[ 23.  30.  22. ... 143. 199. 234.]
['61/11081361_1951-01-26_2011.jpg'],60,1.0,[ 45.  57.  11. ... 255. 255. 247.]
['06/11081906_1974-09-10_2004.jpg'],30,1.0,[1. 1. 1. ... 0. 0. 0.]
['81/11082081_1937-06-02_2005.jpg'],68,1.0,[ 1.  1.  3. ... 53. 39. 30.]
['66/1108266_1976-06-18_2010.jpg'],34,1.0,[ 61. 185. 245. ...  42.  56.  83.]
['87/1108287_1921-10-19_1948.jpg'],27,1.0,[129. 129. 129. ...   0.   0.   0.]
['36/1108336_1976-03-23_2007.jpg'],31,1.0,[207. 207. 205. ...  44.  49.  53.]
['76/11086176_1982-12-26_2010.jpg'],28,1.0,[223. 224. 210. ... 222. 225. 244.]
['21/11086621_1987-03-19_2010.jpg'],23,0.0,[116.  91.  87. ...  88.  73.  66.]
['47/1108747_1915-07-11_1942.jpg'],27,1.0,[ 71.  54.  24. ... 255. 185.  63.]
['04/1109104_1949-12-05_2010.jpg'],61,1.0,[255. 255. 255. ... 108. 117. 134.]
['19/11091919_1958-07-30_2007.jpg'],49,1.0,[96. 94. 81. ... 18. 18. 18.]
['62/11093762_1982-11-03_2012.jpg'],30,1.0,[114. 155.  87. ...  81.  76.  99.]
['07/1109407_1981-10-23_2010.jpg'],29,1.0,[ 29.  29.  29. ... 107.  23.  23.]
['27/1109927_1968-08-05_2007.jpg'],39,1.0,[ 22.  18.  17. ... 245. 245. 255.]
['53/11099653_1985-10-08_2010.jpg'],25,1.0,[ 61.  63.  76. ... 171. 186. 117.]
['83/1109983_1970-06-25_2009.jpg'],39,0.0,[247. 236. 218. ... 211. 143. 124.]
['50/21000350_1933-12-16_1967.jpg'],34,1.0,[34. 32. 20. ... 11. 11. 11.]
['79/2100479_1975-09-16_2014.jpg'],39,1.0,[  8.   8.   8. ... 239. 238. 233.]
['25/21005625_1918-01-13_1945.jpg'],27,1.0,[208. 208. 208. ... 203. 203. 203.]
['24/21006124_1964-07-06_1988.jpg'],24,1.0,[196. 229. 244. ... 253. 252. 248.]
['44/2100644_1973-05-18_2012.jpg'],39,1.0,[ 11.  10.   8. ... 174. 113.  85.]
['21/21010221_1979-12-01_2012.jpg'],33,1.0,[198. 200. 199. ... 232. 236. 239.]
['80/21011080_1985-09-16_2011.jpg'],26,1.0,[176. 191. 188. ... 191. 197. 193.]
['74/21012674_1944-08-01_2012.jpg'],68,1.0,[111.  47.   9. ...   6.   7.   2.]
['82/21013382_1916-05-15_1990.jpg'],74,1.0,[154. 149. 146. ... 230. 231. 235.]
['20/2101520_1950-05-04_2008.jpg'],58,1.0,[145. 174. 190. ...  37.  40.  57.]
['49/2101649_1958-08-20_2014.jpg'],56,1.0,[103.  57.  34. ...   1.   4.  13.]
['58/21019258_1987-04-16_2014.jpg'],27,1.0,[ 18.  34.  47. ... 249.  64.  36.]
['60/21021360_1988-03-06_2013.jpg'],25,1.0,[164. 113. 112. ... 112.  75. 152.]
['22/210222_1927-09-20_1976.jpg'],49,0.0,[134. 133. 129. ...  33.  33.  31.]
['31/2102231_1947-04-18_2008.jpg'],61,1.0,[212.  92.  42. ...   3.   4.   0.]
['76/21023076_1954-01-26_2007.jpg'],53,1.0,[56. 56. 54. ... 90. 86. 83.]
['14/21025914_1984-02-10_2011.jpg'],27,1.0,[120. 137.  82. ... 238. 237. 255.]
['05/2102605_1969-10-09_2008.jpg'],39,1.0,[239. 190. 147. ...  24.  18.  32.]
['79/21026379_1918-02-12_2009.jpg'],91,1.0,[ 89.  97.  74. ... 182. 173. 190.]
['13/21026613_1956-05-03_2011.jpg'],55,1.0,[ 30.  62. 109. ...  77.  66.  72.]
